Nest,BirdID,Sex,Treatment,TimeBowl,TimeFeed,StatusBowl,StatusFeed,Trial,Trial_withR1,Object_noobject,TrialOrder,Round,Average_Neophobia,R2_Minus_R1
17,4087,M,1,900,900,0,0,3,9,1,4,2,284.168,-477.6383333
17,4087,M,1,0,0,1,1,4,10,1,5,2,284.168,-477.6383333
19,4093,M,0,45.256,61.54,1,1,2,8,1,2,2,61.54,
19,4094,F,0,27.439,900,1,0,1,1,1,2,1,423.826,
19,4094,F,0,3.06,4.361,1,1,2,2,1,4,1,423.826,
19,4094,F,0,307.175,367.117,1,1,4,4,1,1,1,423.826,
19,4095,F,0,102.974,900,1,0,1,1,1,1,1,366.07025,-340.3099167
19,4095,F,0,61.866,68.665,1,1,2,2,1,3,1,366.07025,-340.3099167
19,4095,F,0,23.984,26.241,1,1,3,3,1,4,1,366.07025,-340.3099167
19,4095,F,0,100.014,469.375,1,1,4,4,1,2,1,366.07025,-340.3099167
19,4095,F,0,8.218,55.7,1,1,1,7,1,4,2,25.76033333,-340.3099167
19,4095,F,0,6.498,9.322,1,1,2,8,1,5,2,25.76033333,-340.3099167
19,4095,F,0,0,12.259,1,1,4,10,1,1,2,25.76033333,-340.3099167
19,4099,M,0,6.894,8.966,1,1,1,1,1,1,1,25.074,205.91575
19,4099,M,0,38.2,45.584,1,1,2,2,1,5,1,25.074,205.91575
19,4099,M,0,0,35.626,1,1,3,3,1,2,1,25.074,205.91575
19,4099,M,0,8.676,10.12,1,1,4,4,1,6,1,25.074,205.91575
19,4099,M,0,0,0,1,1,1,7,1,2,2,230.98975,205.91575
19,4099,M,0,0,21.257,1,1,2,8,1,5,2,230.98975,205.91575
19,4099,M,0,900,900,0,0,3,9,1,1,2,230.98975,205.91575
19,4099,M,0,0,2.702,1,1,4,10,1,6,2,230.98975,205.91575
20,4089,M,1,15.141,900,1,0,1,7,1,2,2,482.7445,
20,4089,M,1,92.347,107.663,1,1,2,8,1,5,2,482.7445,
20,4089,M,1,900,900,0,0,3,9,1,6,2,482.7445,
20,4089,M,1,21.41,23.315,1,1,4,10,1,4,2,482.7445,
20,4090,M,1,137.165,778.326,1,1,1,1,1,4,1,313.0385,
20,4090,M,1,0,0,1,1,2,2,1,6,1,313.0385,
20,4090,M,1,159.869,473.828,1,1,3,3,1,2,1,313.0385,
20,4090,M,1,0,0,1,1,4,4,1,3,1,313.0385,
20,4091,F,1,0,900,1,0,1,1,1,4,1,602.72,-47.49275
20,4091,F,1,2.814,7.161,1,1,2,2,1,1,1,602.72,-47.49275
20,4091,F,1,900,900,0,0,3,3,1,3,1,602.72,-47.49275
20,4091,F,1,601.534,603.719,1,1,4,4,1,5,1,602.72,-47.49275
20,4091,F,1,73.864,900,1,0,1,7,1,2,2,555.22725,-47.49275
20,4091,F,1,5.77,8.29,1,1,2,8,1,4,2,555.22725,-47.49275
20,4091,F,1,900,900,0,0,3,9,1,3,2,555.22725,-47.49275
20,4091,F,1,55.33,412.619,1,1,4,10,1,1,2,555.22725,-47.49275
22,4140,M,1,334.969,900,1,0,1,1,1,3,1,685.56825,-214.52825
22,4140,M,1,33.105,42.273,1,1,2,2,1,2,1,685.56825,-214.52825
22,4140,M,1,900,900,0,0,3,3,1,5,1,685.56825,-214.52825
22,4140,M,1,150.14,900,1,0,4,4,1,1,1,685.56825,-214.52825
22,4140,M,1,900,900,0,0,3,9,1,3,2,471.04,-214.52825
22,4140,M,1,35.93,42.08,1,1,4,10,1,6,2,471.04,-214.52825
22,4141,M,1,129.021,900,1,0,1,1,1,4,1,900,-636.6975
22,4141,M,1,900,900,0,0,3,3,1,1,1,900,-636.6975
22,4141,M,1,6.47,109.12,1,1,1,7,1,4,2,263.3025,-636.6975
22,4141,M,1,36.07,41.24,1,1,2,8,1,5,2,263.3025,-636.6975
22,4141,M,1,900,900,0,0,3,9,1,6,2,263.3025,-636.6975
22,4141,M,1,93.98,2.85,1,1,4,10,1,2,2,263.3025,-636.6975
22,4145,F,1,900,900,0,0,1,1,1,3,1,675,-329.21
22,4145,F,1,0,0,1,1,2,2,1,6,1,675,-329.21
22,4145,F,1,900,900,0,0,3,3,1,4,1,675,-329.21
22,4145,F,1,251.04,900,1,0,4,4,1,2,1,675,-329.21
22,4145,F,1,63.42,68.65,1,1,1,7,1,2,2,345.79,-329.21
22,4145,F,1,8.99,68.72,1,1,2,8,1,3,2,345.79,-329.21
22,4145,F,1,900,900,0,0,3,9,1,6,2,345.79,-329.21
23,4134,M,0,121.146,403.058,1,1,4,4,1,2,1,403.058,72.87866667
23,4134,M,0,18.29,425.51,1,1,2,8,1,1,2,475.9366667,72.87866667
23,4134,M,0,900,900,0,0,3,9,1,4,2,475.9366667,72.87866667
23,4134,M,0,31.32,102.3,1,1,4,10,1,2,2,475.9366667,72.87866667
23,4135,F,0,491.545,900,1,0,1,1,1,4,1,512.59975,-500.44975
23,4135,F,0,183.85,185.9,1,1,2,2,1,3,1,512.59975,-500.44975
23,4135,F,0,900,900,0,0,3,3,1,2,1,512.59975,-500.44975
23,4135,F,0,53.536,64.499,1,1,4,4,1,5,1,512.59975,-500.44975
23,4135,F,0,11.03,12.15,1,1,2,8,1,2,2,12.15,-500.44975
23,4136,M,0,900,900,0,0,1,1,1,5,1,722.24725,-709.99725
23,4136,M,0,476.84,900,1,0,2,2,1,1,1,722.24725,-709.99725
23,4136,M,0,900,900,0,0,3,3,1,2,1,722.24725,-709.99725
23,4136,M,0,108.24,188.989,1,1,4,4,1,3,1,722.24725,-709.99725
23,4136,M,0,4.66,5.58,1,1,1,7,1,2,2,12.25,-709.99725
23,4136,M,0,17.38,18.92,1,1,4,10,1,5,2,12.25,-709.99725
23,4137,M,0,509.921,900,1,0,1,1,1,2,1,466.46275,-53.52275
23,4137,M,0,92.978,860.988,1,1,2,2,1,6,1,466.46275,-53.52275
23,4137,M,0,54.321,61.46,1,1,3,3,1,5,1,466.46275,-53.52275
23,4137,M,0,33.614,43.403,1,1,4,4,1,1,1,466.46275,-53.52275
23,4137,M,0,74.47,115.16,1,1,1,7,1,6,2,412.94,-53.52275
23,4137,M,0,569.41,571.25,1,1,2,8,1,5,2,412.94,-53.52275
23,4137,M,0,900,900,0,0,3,9,1,2,2,412.94,-53.52275
23,4137,M,0,28.82,65.35,1,1,4,10,1,1,2,412.94,-53.52275
23,4138,F,0,402.898,900,1,1,1,1,1,5,1,626.7866667,-611.0766667
23,4138,F,0,33.8,80.36,1,1,2,2,1,4,1,626.7866667,-611.0766667
23,4138,F,0,900,900,0,0,3,3,1,2,1,626.7866667,-611.0766667
23,4138,F,0,0.31,1.46,1,1,1,7,1,1,2,15.71,-611.0766667
23,4138,F,0,34.31,43.66,1,1,2,8,1,5,2,15.71,-611.0766667
23,4138,F,0,0,2.01,1,1,4,10,1,4,2,15.71,-611.0766667
25,4146,F,1,475.876,900,1,0,1,1,1,5,1,900,-587.07
25,4146,F,1,201.995,900,1,0,2,2,1,2,1,900,-587.07
25,4146,F,1,900,900,0,0,3,3,1,4,1,900,-587.07
25,4146,F,1,900,900,0,0,4,4,1,3,1,900,-587.07
25,4146,F,1,113.88,163.07,1,1,1,7,1,2,2,312.93,-587.07
25,4146,F,1,9.61,57.45,1,1,2,8,1,3,2,312.93,-587.07
25,4146,F,1,846.52,900,1,0,3,9,1,5,2,312.93,-587.07
25,4146,F,1,125.95,131.2,1,1,4,10,1,6,2,312.93,-587.07
25,4148,M,1,721.505,900,1,0,1,1,1,2,1,543.51125,-189.4979167
25,4148,M,1,0,716.216,1,1,2,2,1,4,1,543.51125,-189.4979167
25,4148,M,1,57.843,553.818,1,1,3,3,1,1,1,543.51125,-189.4979167
25,4148,M,1,0.24,4.011,1,1,4,4,1,5,1,543.51125,-189.4979167
25,4148,M,1,159.52,162.04,1,1,1,7,1,1,2,354.0133333,-189.4979167
25,4148,M,1,0,0,1,1,2,8,1,5,2,354.0133333,-189.4979167
25,4148,M,1,900,900,0,0,3,9,1,3,2,354.0133333,-189.4979167
25,4151,F,1,900,900,0,0,1,1,1,1,1,484.6376667,-36.60766667
25,4151,F,1,5.651,545.797,1,1,2,2,1,2,1,484.6376667,-36.60766667
25,4151,F,1,0,8.116,1,1,4,4,1,3,1,484.6376667,-36.60766667
25,4151,F,1,0,90.96,1,1,1,7,1,1,2,448.03,-36.60766667
25,4151,F,1,341.27,805.1,1,1,3,9,1,4,2,448.03,-36.60766667
25,4152,F,1,75.499,280.374,1,1,2,2,1,3,1,280.374,-147.644
25,4152,F,1,15.9,166.03,1,1,1,7,1,4,2,132.73,-147.644
25,4152,F,1,69.18,99.43,1,1,2,8,1,1,2,132.73,-147.644
27,4142,M,0,900,900,0,0,1,1,1,2,1,900,-588.56
27,4142,M,0,13.933,900,1,0,2,2,1,5,1,900,-588.56
27,4142,M,0,365.62,900,1,0,3,3,1,6,1,900,-588.56
27,4142,M,0,900,900,0,0,4,4,1,1,1,900,-588.56
27,4142,M,0,21.35,900,1,0,1,7,1,1,2,311.44,-588.56
27,4142,M,0,4.28,34.32,1,1,2,8,1,4,2,311.44,-588.56
27,4142,M,0,558.47,,1,,3,9,1,2,2,311.44,-588.56
27,4142,M,0,0,0,1,1,4,10,1,6,2,311.44,-588.56
27,4143,F,0,174.78,900,1,0,1,1,1,5,1,662.019,-60.57233333
27,4143,F,0,58.485,900,1,0,2,2,1,2,1,662.019,-60.57233333
27,4143,F,0,147.281,186.057,1,1,4,4,1,1,1,662.019,-60.57233333
27,4143,F,0,9.37,900,1,0,1,7,1,6,2,601.4466667,-60.57233333
27,4143,F,0,422.93,900,1,0,3,9,1,1,2,601.4466667,-60.57233333
27,4143,F,0,0,4.34,1,1,4,10,1,2,2,601.4466667,-60.57233333
27,4144,F,0,900,900,0,0,1,1,1,6,1,318.76275,77.07725
27,4144,F,0,245.295,372.226,1,1,2,2,1,1,1,318.76275,77.07725
27,4144,F,0,0,0,1,1,3,3,1,5,1,318.76275,77.07725
27,4144,F,0,0,2.825,1,1,4,4,1,3,1,318.76275,77.07725
27,4144,F,0,34,625.26,1,1,1,7,1,1,2,395.84,77.07725
27,4144,F,0,900,900,0,0,3,9,1,3,2,395.84,77.07725
27,4144,F,0,12.86,17.06,1,1,4,10,1,5,2,395.84,77.07725
27,4147,F,0,17.02,41.04,1,1,2,8,1,2,2,395.84,77.07725
29,4153,M,1,536.44,900,1,0,1,1,1,2,1,900,-541.68
29,4153,M,1,165.124,900,1,0,2,2,1,1,1,900,-541.68
29,4153,M,1,900,900,0,0,3,3,1,6,1,900,-541.68
29,4153,M,1,280.72,900,1,0,4,4,1,5,1,900,-541.68
29,4153,M,1,0,10.73,1,1,2,8,1,2,2,358.32,-541.68
29,4153,M,1,900,900,0,0,3,9,1,4,2,358.32,-541.68
29,4153,M,1,151.84,164.23,1,1,4,10,1,5,2,358.32,-541.68
29,4158,F,1,0,0,1,1,1,1,1,2,1,675,41.345
29,4158,F,1,7.56,900,1,0,2,2,1,3,1,675,41.345
29,4158,F,1,900,900,0,0,3,3,1,4,1,675,41.345
29,4158,F,1,41.956,900,1,0,4,4,1,5,1,675,41.345
29,4158,F,1,323.2,532.69,1,1,1,7,1,2,2,716.345,41.345
29,4158,F,1,18.7,900,1,0,2,8,1,3,2,716.345,41.345
