Nest,BirdID,Sex,Treatment,TimeBowl,TimeFeed,StatusBowl,StatusFeed,Trial,Object_noobject,TrialOrder,Age
20,4089,M,1,900,900,0,0,7,1,12,1
20,4091,F,1,55.33,412.619,1,1,8,1,7,1
20,4091,F,1,900,900,0,0,7,1,9,1
20,4091,F,1,0,0,1,1,0,0,11,1
22,4140,M,1,0,4.14,1,1,0,0,8,1
22,4140,M,1,900,900,0,0,7,1,9,1
22,4140,M,1,35.93,42.08,1,1,8,1,12,1
22,4141,M,1,0,0,1,1,0,0,7,1
22,4141,M,1,93.98,2.85,1,1,8,1,8,1
22,4141,M,1,900,900,0,0,7,1,12,1
22,4145,F,1,0,477.87,1,1,0,0,11,1
22,4145,F,1,900,900,0,0,7,1,12,1
23,4134,M,0,31.32,102.3,1,1,8,1,8,1
23,4134,M,0,900,900,0,0,7,1,10,1
23,4136,M,0,17.38,18.92,1,1,8,1,11,1
23,4137,M,0,28.82,65.35,1,1,8,1,7,1
23,4137,M,0,900,900,0,0,7,1,8,1
23,4138,F,0,0,2.01,1,1,8,1,10,1
23,4138,F,0,0,0,1,1,0,0,12,1
25,4146,F,1,846.52,900,1,0,7,1,11,1
25,4146,F,1,125.95,131.2,1,1,8,1,12,1
25,4148,M,1,0,0,1,1,0,0,8,1
25,4148,M,1,900,900,0,0,7,1,9,1
25,4151,F,1,341.27,805.1,1,1,7,1,10,1
27,4142,M,0,558.47,,1,,7,1,8,1
27,4142,M,0,0,0,1,1,0,0,11,1
27,4142,M,0,0,0,1,1,8,1,12,1
27,4143,F,0,422.93,900,1,0,7,1,7,1
27,4143,F,0,0,4.34,1,1,8,1,8,1
27,4143,F,0,0,0,1,1,0,0,11,1
27,4144,F,0,900,900,0,0,7,1,9,1
27,4144,F,0,12.86,17.06,1,1,8,1,11,1
29,4153,M,1,900,900,0,0,7,1,10,1
29,4153,M,1,151.84,164.23,1,1,8,1,11,1
29,4153,M,1,2.45,5.89,1,1,0,0,12,1
29,4158,F,1,8.68,9.86,1,1,0,0,10,1
